nome;is_person;role_detail;role_group;numero_episodio;dubbing_type
Serge Sungamena DIANTANTU;TRUE;Constructeurs;Art Department;Les Cordiers Juge et Flic S02E03;
Josée DE LUCA;TRUE;Chef Maquilleuse;Makeup Department;Les Cordiers Juge et Flic S02E03;
Chantal DURPOIX;TRUE;Chef Coiffeuse;Makeup Department;Les Cordiers Juge et Flic S02E03;
Marie-Claude BRUNET;TRUE;Chef Costumière;Costume Designers;Les Cordiers Juge et Flic S02E03;
Nadine LEDUC;TRUE;Habilleuses;Costume and Wardrobe Department;Les Cordiers Juge et Flic S02E03;
Sylvie UGHETTO;TRUE;Habilleuses;Costume and Wardrobe Department;Les Cordiers Juge et Flic S02E03;
Jean TRINCI;TRUE;Chef Machiniste;Camera and Electrical Department;Les Cordiers Juge et Flic S02E03;
Pierre GARNIER;TRUE;Machiniste;Camera and Electrical Department;Les Cordiers Juge et Flic S02E03;
Nacer SABER;TRUE;Chef Electricien;Camera and Electrical Department;Les Cordiers Juge et Flic S02E03;
Marc NADJARIAN;TRUE;Electriciens;Camera and Electrical Department;Les Cordiers Juge et Flic S02E03;
Alexandre VILGARD;TRUE;Electriciens;Camera and Electrical Department;Les Cordiers Juge et Flic S02E03;
Dominique QUEROU;TRUE;Groupman;Camera and Electrical Department;Les Cordiers Juge et Flic S02E03;
Wally REBANE;TRUE;Montage;Editors;Les Cordiers Juge et Flic S02E03;
Jean-Jacques TILLAUX;TRUE;Mixage;Sound Department;Les Cordiers Juge et Flic S02E03;
Franz WEBER;TRUE;Mixage;Sound Department;Les Cordiers Juge et Flic S02E03;
Laurent MAZZOLENI;TRUE;Montage Son;Sound Department;Les Cordiers Juge et Flic S02E03;
Isabelle TILLAUX-DANTAN;TRUE;Bruitage;Sound Department;Les Cordiers Juge et Flic S02E03;
Pierre HOUDAIN;TRUE;Direction de la Post-Production;Production Managers;Les Cordiers Juge et Flic S02E03;
Brigitte de ROQUEMAUREL;TRUE;Attachée de Presse Telfrance;Additional Crew;Les Cordiers Juge et Flic S02E03;
Laurence DUPRE;TRUE;Attachée de Presse TF1;Additional Crew;Les Cordiers Juge et Flic S02E03;
Alain BONNOT;TRUE;Réalisation;Directors;Les Cordiers Juge et Flic S02E03;
Claude de GIVRAY;TRUE;Direction Artistique TF1;Art Directors;Les Cordiers Juge et Flic S02E03;
Claude SAMBAIN;TRUE;Direction Artistique TF1;Art Directors;Les Cordiers Juge et Flic S02E03;
Valérie ABRIAL;TRUE;Enregistrement Musique;Music Department;Les Cordiers Juge et Flic S02E03;
SUN STUDIO;FALSE;Enregistrement Musique;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
TF1;FALSE;Une Production;Production Companies;Les Cordiers Juge et Flic S02E03;
TELFRANCE;FALSE;Une Production;Production Companies;Les Cordiers Juge et Flic S02E03;
Centre National de la Cinématographie;FALSE;Avec la participation;Production Companies;Les Cordiers Juge et Flic S02E03;
Actuel;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Aluplex;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Ambulances G.A.P. 92;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Ambulances Jussieu;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Any d' Avray;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Applitel;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Asi;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Computer France;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
J.M. Bruneau;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Casterman;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Denoel;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Doret;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Editions Lombard;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Editions Techniques;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
France Rail Publicité;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
La Française des Jeux;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Gallimard;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Guittet;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Jacob Delafon;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Klix;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Loca Image;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Locatel;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Olympia;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Peugeot S.A;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Renault;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Rover;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Scen;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Sélection du reader's digest;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
TF1 Vidéo;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Warner Music;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Yves St Laurent;FALSE;Remerciements à;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
100 SERIES FRANÇAISES;FALSE;présente;Distributors;Les Cordiers Juge et Flic S02E03;
Pierre MONDY;TRUE;;Cast;Les Cordiers Juge et Flic S02E03;
Bruno MADINIER;TRUE;;Cast;Les Cordiers Juge et Flic S02E03;
Alain PAGE;TRUE;d'après les personnages créés par;Writers;Les Cordiers Juge et Flic S02E03;
TF1;FALSE;une coproduction;Production Companies;Les Cordiers Juge et Flic S02E03;
TELFRANCE;FALSE;une coproduction;Production Companies;Les Cordiers Juge et Flic S02E03;
TSR;FALSE;une coproduction;Production Companies;Les Cordiers Juge et Flic S02E03;
Charlotte Valandrey;TRUE;Avec;Cast;Les Cordiers Juge et Flic S02E03;
Antonella Lualdi;TRUE;Lucia;Cast;Les Cordiers Juge et Flic S02E03;
Alain Krief;TRUE;Scénario Adaptation Dialogues;Writers;Les Cordiers Juge et Flic S02E03;
Gilberto Azévédo;TRUE;Lumiere;Cinematographers;Les Cordiers Juge et Flic S02E03;
Daniel Sarmir;TRUE;Décors;Production Designers;Les Cordiers Juge et Flic S02E03;
Nicolas Jorelle;TRUE;Musique;Composers;Les Cordiers Juge et Flic S02E03;
Editions Musicales Telfrance-Une Musique;FALSE;;Miscellaneous Companies;Les Cordiers Juge et Flic S02E03;
Mark Linfield;TRUE;Producer;Producers;Planet Earth S01E10;
Barrie Britton;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Richard Burton;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Rod Clarke;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Martyn Colbeck;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Steve Downer;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Jeff Hogan;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Michael Kelem;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Justin Maguire;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Michael Male;TRUE;Photography;Cinematographers;Planet Earth S01E10;
David McKay;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Andrew Shillabeer;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Tim Shepherd;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Warwick Sloss;TRUE;Photography;Cinematographers;Planet Earth S01E10;
John Waters;TRUE;Photography;Cinematographers;Planet Earth S01E10;
Jill Garrett;TRUE;Editor;Editors;Planet Earth S01E10;
Chas Francis;TRUE;Online Editor;Editorial Department;Planet Earth S01E10;
Tim Owens;TRUE;Sound Editor;Sound Department;Planet Earth S01E10;
Andrew Wilson;TRUE;Dubbing Mixer;Dubbing_Sound;Planet Earth S01E10;
Luke Rainey;TRUE;Colourist;Additional Crew;Planet Earth S01E10;
Burrell Durrant Hifle;TRUE;Graphic Design;Art Department;Planet Earth S01E10;
George Fenton;TRUE;Music Composed by;Composers;Planet Earth S01E10;
BBC Concert Orchestra;FALSE;Music Performed by;Miscellaneous Companies;Planet Earth S01E10;
Penny Allen;TRUE;Assistant Producer;Producers;Planet Earth S01E10;
Tom Clarke;TRUE;Researchers;Additional Crew;Planet Earth S01E10;
Conrad Maufe;TRUE;Researchers;Additional Crew;Planet Earth S01E10;
Emma Peace;TRUE;Researchers;Additional Crew;Planet Earth S01E10;
Roland Hilgartner;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10;
John Pike;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10;
Emilio White;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10;
Jeff Wilson;TRUE;Field Assistants;Additional Crew;Planet Earth S01E10;
Susan Aartse-Tuyn;TRUE;Production Co-ordinators;Production Managers;Planet Earth S01E10;
Amanda Hutchinson;TRUE;Production Co-ordinators;Production Managers;Planet Earth S01E10;
Sue Storey;TRUE;Production Co-ordinators;Production Managers;Planet Earth S01E10;
Samantha Davis;TRUE;Production Team Assistant;Additional Crew;Planet Earth S01E10;
Mandy Knight;TRUE;Production Manager;Production Managers;Planet Earth S01E10;
Matt Norman;TRUE;Cameraman;Camera and Electrical Department;Planet Earth S01E10;
Andrew Chastney;TRUE;Editor;Editors;Planet Earth S01E10;
Rob McCall;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Zygmunt Gizejewski;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Dany Cleyet-Marrel;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Office National des Forets;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Peter Rosen;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
MICET-Madagascar;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
CFPF-Madagascar;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Conservatoire Vivant d'Analabe;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Deutschen Primatenzentrums (DPZ);FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Saharah Moon Chapotin;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Prof Peter Kappeler;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Kirindy Forest Reserve;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Bialowieza National Park;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Dan Eatherley;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Brian Stone;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Jari Peltomaki;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Craig Benkman;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Steve Sillett;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Jim Spickler;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Tim Fogg;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Nigel Dunstone;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Fernando Vidal;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Helena Bylund;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Redwood National & State Parks;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Anatoly Petrov;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Dan Hartman;TRUE;The BBC wishes to thank;Thanks;Planet Earth S01E10;
Ken Robertson;TRUE;Chief Wildlife Warden, Madhya Pradesh;Thanks;Planet Earth S01E10;
Keith Clay;TRUE;Chief Wildlife Warden, Madhya Pradesh;Thanks;Planet Earth S01E10;
QuickBird;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
DigitalGlobe;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
Eurimage;FALSE;The BBC wishes to thank;Miscellaneous Companies;Planet Earth S01E10;
BBC;FALSE;A Co-Production;Production Companies;Planet Earth S01E10;
Discovery Channel;FALSE;A Co-Production;Production Companies;Planet Earth S01E10;
NHK;FALSE;A Co-Production;Production Companies;Planet Earth S01E10;
Alastair Fothergill;TRUE;Series Producer;Producers;Planet Earth S01E10;
BBC Bristol;FALSE;;Production Companies;Planet Earth S01E10;
Helen Mirren;TRUE;DCI Jane Tennison;Cast;Prime Suspect S01E01;
Tom Bell;TRUE;DS Bill Otley;Cast;Prime Suspect S01E01;
John Benfield;TRUE;DCS Michael Kernan;Cast;Prime Suspect S01E01;
John Forgeham;TRUE;DCI John Shefford;Cast;Prime Suspect S01E01;
Craig Fairbrass;TRUE;DI Frank Burkin;Cast;Prime Suspect S01E01;
Jack Ellis;TRUE;DI Tony Muddyman;Cast;Prime Suspect S01E01;
Mossie Smith;TRUE;WPC Maureen Havers;Cast;Prime Suspect S01E01;
Ian Fitzgibbon;TRUE;DC Jones;Cast;Prime Suspect S01E01;
Andrew Tiernan;TRUE;DC Rosper;Cast;Prime Suspect S01E01;
Philip Wright;TRUE;DC Lillie;Cast;Prime Suspect S01E01;
Richard Hawley;TRUE;DC Haskons;Cast;Prime Suspect S01E01;
Mark Spalding;TRUE;DC Oakhill;Cast;Prime Suspect S01E01;
Dave Bond;TRUE;DS Eastel;Cast;Prime Suspect S01E01;
Terry Taplin;TRUE;Commander Trayner;Cast;Prime Suspect S01E01;
John Bowe;TRUE;George Marlow;Cast;Prime Suspect S01E01;
Zoë Wanamaker;TRUE;Moyra Henson;Cast;Prime Suspect S01E01;
Bryan Pringle;TRUE;Felix Norman;Cast;Prime Suspect S01E01;
Gareth Tudor Price;TRUE;Willy Chang;Cast;Prime Suspect S01E01;
Andrew Abrahams;TRUE;Tilly;Cast;Prime Suspect S01E01;
Fionnuala Ellwood;TRUE;Joyce;Cast;Prime Suspect S01E01;
Maria Mescki;TRUE;Lab Assistants;Cast;Prime Suspect S01E01;
Martin Reeve;TRUE;Lab Assistants;Cast;Prime Suspect S01E01;
John Ireland;TRUE;Lab Assistants;Cast;Prime Suspect S01E01;
Tom Wilkinson;TRUE;Peter;Cast;Prime Suspect S01E01;
Francesca Ryan;TRUE;Marianne;Cast;Prime Suspect S01E01;
Jeremy Warder;TRUE;Joey;Cast;Prime Suspect S01E01;
Michael Fleming;TRUE;Major Howard;Cast;Prime Suspect S01E01;
Daphne Neville;TRUE;Mrs Howard;Cast;Prime Suspect S01E01;
Julie Sumnall;TRUE;Karen;Cast;Prime Suspect S01E01;
Ralph Fiennes;TRUE;Michael;Cast;Prime Suspect S01E01;
Wilfred Harrison;TRUE;Mr Tennison;Cast;Prime Suspect S01E01;
Noel Dyson;TRUE;Mrs Tennison;Cast;Prime Suspect S01E01;
Jessica Turner;TRUE;Pam;Cast;Prime Suspect S01E01;
Owen Aaronovitch;TRUE;Tony;Cast;Prime Suspect S01E01;
Angela Bruce;TRUE;Helen Masters;Cast;Prime Suspect S01E01;
Anna Savva;TRUE;Mrs Salbanna;Cast;Prime Suspect S01E01;
James Snell;TRUE;Arnold Upcher;Cast;Prime Suspect S01E01;
Malcolm Raeburn;TRUE;Inspector Sleeth;Cast;Prime Suspect S01E01;
Peter Dennis;TRUE;Toastmaster;Cast;Prime Suspect S01E01;
Anthony Havering;TRUE;Barman;Cast;Prime Suspect S01E01;
Mark Anthony Newman;TRUE;DS Lambton;Cast;Prime Suspect S01E01;
Brian Hayes;TRUE;TV Presenter;Cast;Prime Suspect S01E01;
Sandra Butterworth;TRUE;WPC 'Karen';Cast;Prime Suspect S01E01;
Vincent Pickering;TRUE;Witness;Cast;Prime Suspect S01E01;
Bryonie Pritchard;TRUE;WPC Southwood;Cast;Prime Suspect S01E01;
Barbara Dryhurst;TRUE;WPC Raeburn;Cast;Prime Suspect S01E01;
Anthony Schaeffer;TRUE;Uniformed Officer;Cast;Prime Suspect S01E01;
David Meddick;TRUE;Production Manager;Production Managers;Prime Suspect S01E01;
Lynne Marriott;TRUE;Location Manager;Location Managers;Prime Suspect S01E01;
Hilda Miller;TRUE;PA/Continuity;Script and Continuity Department;Prime Suspect S01E01;
David Weir;TRUE;First Assistant;Second Unit Directors or Assistant Directors;Prime Suspect S01E01;
Tania Normand;TRUE;Second Assistant;Second Unit Directors or Assistant Directors;Prime Suspect S01E01;
Sue Whitley;TRUE;Co-ordinator;Production Managers;Prime Suspect S01E01;
Howard Somers;TRUE;Camera Operator;Camera and Electrical Department;Prime Suspect S01E01;
David Bell;TRUE;Focus;Camera and Electrical Department;Prime Suspect S01E01;
Graham Hazard;TRUE;Focus;Camera and Electrical Department;Prime Suspect S01E01;
Alf Tramontin;TRUE;Steadicam;Camera and Electrical Department;Prime Suspect S01E01;
Bob Gregory;TRUE;Grip;Camera and Electrical Department;Prime Suspect S01E01;
Ray French;TRUE;Sound Mixer;Sound Department;Prime Suspect S01E01;
Ian Hills;TRUE;Boom Operator;Sound Department;Prime Suspect S01E01;
David Rees;TRUE;Dubbing Editors;Dubbing_Sound;Prime Suspect S01E01;
Simon Walton;TRUE;Dubbing Editors;Dubbing_Sound;Prime Suspect S01E01;
Brian Saunders;TRUE;Dubbing Mixers;Dubbing_Sound;Prime Suspect S01E01;
Jim Camp;TRUE;Lighting Gaffer;Camera and Electrical Department;Prime Suspect S01E01;
Tony Mills;TRUE;Chargehand ASM;Additional Crew;Prime Suspect S01E01;
Peter Terry;TRUE;Graphic Designer;Art Department;Prime Suspect S01E01;
Chris Stephenson;TRUE;Design Assistant;Art Department;Prime Suspect S01E01;
Trevor Devoy;TRUE;Production Buyer;Art Department;Prime Suspect S01E01;
Sheelagh Killeen;TRUE;Costume Designer;Costume Designers;Prime Suspect S01E01;
Anthony Black;TRUE;Wardrobe Supervisor;Costume and Wardrobe Department;Prime Suspect S01E01;
Jane Hatch;TRUE;Make Up Supervisor;Makeup Department;Prime Suspect S01E01;
Tracey Dilly;TRUE;Make Up Assistant;Makeup Department;Prime Suspect S01E01;
Mike Moustafi;TRUE;Prosthetics;Makeup Department;Prime Suspect S01E01;
Colin Ware;TRUE;Prosthetics;Makeup Department;Prime Suspect S01E01;
Peter Brayham;TRUE;Fight Arranger;Stunts;Prime Suspect S01E01;
Doreen Jones;TRUE;Casting Director;Casting Directors;Prime Suspect S01E01;
Stephen Warbeck;TRUE;Music;Composers;Prime Suspect S01E01;
Jenny Sheridan;TRUE;Script Associate;Script and Continuity Department;Prime Suspect S01E01;
Edward Mansell;TRUE;Film Editor;Editors;Prime Suspect S01E01;
Ken Morgan;TRUE;Director of Photography;Cinematographers;Prime Suspect S01E01;
Roy Stonehouse;TRUE;Production Designer;Production Designers;Prime Suspect S01E01;
Craig McNeil;TRUE;Production Executive;Producers;Prime Suspect S01E01;
Sally Head;TRUE;Executive Producer;Producers;Prime Suspect S01E01;
Don Leaver;TRUE;Producer;Producers;Prime Suspect S01E01;
ITV Studios Limited;FALSE;;Production Companies;Prime Suspect S01E01;
itv STUDIOS Global Entertainment;FALSE;;Distributors;Prime Suspect S01E01;
Helen Mirren;TRUE;;Cast;Prime Suspect S01E01;
Tom Bell;TRUE;;Cast;Prime Suspect S01E01;
John Benfield;TRUE;;Cast;Prime Suspect S01E01;
John Bowe;TRUE;;Cast;Prime Suspect S01E01;
Bryan Pringle;TRUE;;Cast;Prime Suspect S01E01;
Zoë Wanamaker;TRUE;;Cast;Prime Suspect S01E01;
Tom Wilkinson;TRUE;;Cast;Prime Suspect S01E01;
Lynda La Plante;TRUE;Written by;Writers;Prime Suspect S01E01;
Christopher Menaul;TRUE;Directed by;Directors;Prime Suspect S01E01;
Paramount;FALSE;A Release;Distributors;Psycho;
Alfred Hitchcock;TRUE;Alfred Hitchcock's;Directors;Psycho;
Anthony Perkins;TRUE;Starring;Cast;Psycho;
Vera Miles;TRUE;;Cast;Psycho;
John Gavin;TRUE;;Cast;Psycho;
Martin Balsam;TRUE;Co Starring;Cast;Psycho;
John McIntire;TRUE;Co Starring;Cast;Psycho;
Simon Oakland;TRUE;With;Cast;Psycho;
Vaughn Taylor;TRUE;With;Cast;Psycho;
Frank Albertson;TRUE;With;Cast;Psycho;
Lurene Tuttle;TRUE;With;Cast;Psycho;
Pat Hitchcock;TRUE;With;Cast;Psycho;
John Anderson;TRUE;With;Cast;Psycho;
Mort Mills;TRUE;With;Cast;Psycho;
Janet Leigh;TRUE;as Marion Crane;Cast;Psycho;
Joseph Stefano;TRUE;Screenplay by;Writers;Psycho;
Robert Bloch;TRUE;Based on the Novel by;Writers;Psycho;
John L. Russell;TRUE;Director of Photography;Cinematographers;Psycho;
Joseph Hurley;TRUE;Art Direction;Art Directors;Psycho;
Robert Clatworthy;TRUE;Art Direction;Art Directors;Psycho;
George Milo;TRUE;Set Decorator;Set Decorators;Psycho;
Lew Leary;TRUE;Unit Manager;Production Managers;Psycho;
Saul Bass;TRUE;Titles Designed by;Production Designers;Psycho;
George Tomasini;TRUE;Edited by;Editors;Psycho;
Helen Colvig;TRUE;Costume Supervisor;Costume and Wardrobe Department;Psycho;
Jack Barron;TRUE;Make-Up Supervision;Makeup Department;Psycho;
Robert Dawn;TRUE;Make-Up Supervision;Makeup Department;Psycho;
Florence Bush;TRUE;Hairstylist;Makeup Department;Psycho;
Clarence Champagne;TRUE;Special Effects;Special Effects;Psycho;
Waldon O. Watson;TRUE;Sound Recording by;Sound Department;Psycho;
William Russell;TRUE;Sound Recording by;Sound Department;Psycho;
Shamley Productions, Inc.;FALSE;Copyright;Production Companies;Psycho;
Westrex Recording System;FALSE;;Miscellaneous Companies;Psycho;
Hilton A. Green;TRUE;Assistant Director;Second Unit Directors or Assistant Directors;Psycho;
Saul Bass;TRUE;Pictorial Consultant;Art Department;Psycho;
Bernard Herrmann;TRUE;Music by;Composers;Psycho;
Alfred Hitchcock;TRUE;Directed by;Directors;Psycho;
GIANCARLO DE CATALDO;TRUE;TRATTO DALL'OMONIMO ROMANZO DI;Writers;Romanzo criminale S01E01;
GIULIO EINAUDI EDITORE S.P.A;FALSE;EDITO DA;Miscellaneous Companies;Romanzo criminale S01E01;
MICHELE PLACIDO;TRUE;CONSULENZA ARTISTICA DI;Art Department;Romanzo criminale S01E01;
FRANCESCO MONTANARI;TRUE;CON;Cast;Romanzo criminale S01E01;
VINICIO MARCHIONI;TRUE;;Cast;Romanzo criminale S01E01;
ALESSANDRO ROJA;TRUE;;Cast;Romanzo criminale S01E01;
MARCO BOCCI;TRUE;;Cast;Romanzo criminale S01E01;
DANIELA VIRGILIO;TRUE;;Cast;Romanzo criminale S01E01;
ANDREA SARTORETTI;TRUE;;Cast;Romanzo criminale S01E01;
RICCARDO DE FILIPPIS;TRUE;;Cast;Romanzo criminale S01E01;
MAURO MECONI;TRUE;;Cast;Romanzo criminale S01E01;
EDOARDO PESCE;TRUE;;Cast;Romanzo criminale S01E01;
LORENZO RENZI;TRUE;;Cast;Romanzo criminale S01E01;
ALESSANDRA MASTRONARDI;TRUE;;Cast;Romanzo criminale S01E01;
JESUS EMILIANO COLTORTI;TRUE;;Cast;Romanzo criminale S01E01;
ROBERTO INFASCELLI;TRUE;;Cast;Romanzo criminale S01E01;
FAUSTO MARIA SCIARAPPA;TRUE;;Cast;Romanzo criminale S01E01;
CLAUDIO SPADARO;TRUE;;Cast;Romanzo criminale S01E01;
ORLANDO CINQUE;TRUE;;Cast;Romanzo criminale S01E01;
IVANO DE MATTEO;TRUE;;Cast;Romanzo criminale S01E01;
FAUSTO PARAVIDINO;TRUE;;Cast;Romanzo criminale S01E01;
GIORGIO CAPUTO;TRUE;;Cast;Romanzo criminale S01E01;
ALESSANDRO PRETE;TRUE;;Cast;Romanzo criminale S01E01;
DANILO NIGRELLI;TRUE;;Cast;Romanzo criminale S01E01;
DARIO D'AMBROSI;TRUE;;Cast;Romanzo criminale S01E01;
ANTONELLA ATTILI;TRUE;;Cast;Romanzo criminale S01E01;
EDOARDO LEO;TRUE;;Cast;Romanzo criminale S01E01;
FABIO CAMILLI;TRUE;;Cast;Romanzo criminale S01E01;
MASSIMO DE FRANCOVICH;TRUE;E CON;Cast;Romanzo criminale S01E01;
MARCO GIALLINI;TRUE;E CON LA PARTECIPAZIONE DI;Cast;Romanzo criminale S01E01;
GIANCARLO DE CATALDO;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01;
DANIELE CESARANO;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01;
BARBARA PETRONIO;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01;
LEONARDO VALENTI;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01;
DANIELE CESARANO;TRUE;SOGGETTO DI;Writers;Romanzo criminale S01E01;
BARBARA PETRONIO;TRUE;SOGGETTO DI;Writers;Romanzo criminale S01E01;
LEONARDO VALENTI;TRUE;SOGGETTO DI;Writers;Romanzo criminale S01E01;
DANIELE CESARANO;TRUE;SCENEGGIATURA DI;Writers;Romanzo criminale S01E01;
PAOLO MARCHESINI;TRUE;SCENEGGIATURA DI;Writers;Romanzo criminale S01E01;
BARBARA PETRONIO;TRUE;SCENEGGIATURA DI;Writers;Romanzo criminale S01E01;
LEONARDO VALENTI;TRUE;SCENEGGIATURA DI;Writers;Romanzo criminale S01E01;
GIANCARLO DE CATALDO;TRUE;EDITING DI;Editors;Romanzo criminale S01E01;
MATTEO DE LAURENTIIS;TRUE;PRODUTTORE ESECUTIVO CATTLEYA;Producers;Romanzo criminale S01E01;
GINA GARDINI;TRUE;PRODUTTORE DELEGATO;Producers;Romanzo criminale S01E01;
RICCARDO TOZZI;TRUE;PRODOTTO DA;Producers;Romanzo criminale S01E01;
GIOVANNI STABILINI;TRUE;PRODOTTO DA;Producers;Romanzo criminale S01E01;
MARCO CHIMENZ;TRUE;PRODOTTO DA;Producers;Romanzo criminale S01E01;
STEFANO SOLLIMA;TRUE;Regia di;Directors;Romanzo criminale S01E01;
KEVIN SPACEY;TRUE;John Doe;Cast;Se7en;
MORGAN FREEMAN;TRUE;Somerset;Cast;Se7en;
ANDY WALKER;TRUE;Dead Man at 1st Crime Scene;Cast;Se7en;
BRAD PITT;TRUE;Mills;Cast;Se7en;
DANIEL ZACAPA;TRUE;Detective Taylor at First Murder;Cast;Se7en;
GWYNETH PALTROW;TRUE;Tracy;Cast;Se7en;
BOB MACK;TRUE;Gluttony Victim;Cast;Se7en;
JOHN CASSINI;TRUE;Officer Davis;Cast;Se7en;
PETER CROMBIE;TRUE;Dr. O'Neill;Cast;Se7en;
REG E. CATHEY;TRUE;Dr. Santiago;Cast;Se7en;
R. LEE ERMEY;TRUE;Police Captain;Cast;Se7en;
ENDRE HULES;TRUE;Cab Driver;Cast;Se7en;
GEORGE CHRISTY;TRUE;Workman at Door of Somerset's Office;Cast;Se7en;
